year,week,team_1,team_1_record,team_1_score,team_1_projected,team_2,team_2_record,team_2_score,team_2_projected,winner,loser,result,margin,is_playoffs
2023,11,ThreatLevelMidnight,10-4-0 | 2nd,156.98,102.22,Pop Lockett Drop it,5-9-0 | 10th,95.34,110.12,ThreatLevelMidnight,Pop Lockett Drop it,,61.64,False
2023,11,Uncle Rico,4-10-0 | 12th,89.34,108.83,Malle ❤️ 🐸,7-7-0 | 8th,106.9,106.57,Malle ❤️ 🐸,Uncle Rico,,17.56,False
2023,11,Voldemort,7-7-0 | 5th,119.96,102.96,Ginger FC,4-10-0 | 11th,60.44,83.39,Voldemort,Ginger FC,,59.52,False
2023,11,You Better Park It,6-8-0 | 7th,91.06,108.84,Patty Primetimes,5-9-0 | 9th,90.8,104.48,You Better Park It,Patty Primetimes,,0.26,False
2023,12,Ginger FC,4-10-0 | 11th,95.3,81.85,You Better Park It,6-8-0 | 7th,122.34,108.11,You Better Park It,Ginger FC,,27.04,False
2023,12,Malle ❤️ 🐸,7-7-0 | 8th,121.8,102.19,ThreatLevelMidnight,10-4-0 | 2nd,125.36,110.33,ThreatLevelMidnight,Malle ❤️ 🐸,,3.56,False
2023,12,Pop Lockett Drop it,5-9-0 | 10th,110.66,110.1,Patty Primetimes,5-9-0 | 9th,97.62,103.86,Pop Lockett Drop it,Patty Primetimes,,13.04,False
2023,12,The Big Gronkowski,7-7-0 | 6th,112.98,107.86,Post Mahomes,8-6-0 | 3rd,156.02,117.47,Post Mahomes,The Big Gronkowski,,43.04,False
2023,12,Uncle Rico,4-10-0 | 12th,89.68,108.29,malle_dips_pouches,8-6-0 | 4th,90.26,101.49,malle_dips_pouches,Uncle Rico,,0.58,False
2023,12,Voldemort,7-7-0 | 5th,126.08,110.85,Joe Mantegna,13-1-0 | 1st,126.54,110.21,Joe Mantegna,Voldemort,,0.46,False
2023,13,Joe Mantegna,13-1-0 | 1st,92.88,101.6,You Better Park It,6-8-0 | 7th,91.06,97.99,Joe Mantegna,You Better Park It,,1.82,False
2023,13,Malle ❤️ 🐸,7-7-0 | 8th,127.72,105.2,Patty Primetimes,5-9-0 | 9th,134.9,101.48,Patty Primetimes,Malle ❤️ 🐸,,7.18,False
2023,13,Pop Lockett Drop it,5-9-0 | 10th,102.16,98.52,Ginger FC,4-10-0 | 11th,116.46,96.21,Ginger FC,Pop Lockett Drop it,,14.3,False
2023,13,Post Mahomes,8-6-0 | 3rd,102.3,113.46,malle_dips_pouches,8-6-0 | 4th,109.84,94.09,malle_dips_pouches,Post Mahomes,,7.54,False
2023,13,The Big Gronkowski,7-7-0 | 6th,114.08,105.58,Voldemort,7-7-0 | 5th,132.88,99.87,Voldemort,The Big Gronkowski,,18.8,False
2023,13,Uncle Rico,4-10-0 | 12th,94.1,82.8,ThreatLevelMidnight,10-4-0 | 2nd,146.82,105.39,ThreatLevelMidnight,Uncle Rico,,52.72,False
2023,14,Joe Mantegna,13-1-0 | 1st,112.2,91.06,Pop Lockett Drop it,5-9-0 | 10th,73.14,103.38,Joe Mantegna,Pop Lockett Drop it,,39.06,False
2023,14,Malle ❤️ 🐸,7-7-0 | 8th,105.98,111.8,Ginger FC,4-10-0 | 11th,140.02,97.18,Ginger FC,Malle ❤️ 🐸,,34.04,False
2023,14,The Big Gronkowski,7-7-0 | 6th,103.74,104.28,You Better Park It,6-8-0 | 7th,87.34,112.4,The Big Gronkowski,You Better Park It,,16.4,False
2023,14,ThreatLevelMidnight,10-4-0 | 2nd,112.36,110.01,malle_dips_pouches,8-6-0 | 4th,128.92,97.84,malle_dips_pouches,ThreatLevelMidnight,,16.56,False
2023,14,Uncle Rico,4-10-0 | 12th,75.22,103.89,Patty Primetimes,5-9-0 | 9th,85.8,107.58,Patty Primetimes,Uncle Rico,,10.58,False
2023,14,Voldemort,7-7-0 | 5th,138.04,107.78,Post Mahomes,8-6-0 | 3rd,119.74,112.21,Voldemort,Post Mahomes,,18.3,False
2024,1,Joe Mantegna,5-9-0 | 11th,89.26,105.28,Post Mahomes,10-4-0 | 1st,132.92,110.2,Post Mahomes,Joe Mantegna,,43.66,False
2024,1,Malle ❤️ 🐸,10-4-0 | 4th,92.62,100.0,Buttermilk Puuump,5-9-0 | 8th,79.98,111.15,Malle ❤️ 🐸,Buttermilk Puuump,,12.64,False
2024,1,Pop Lockett Drop it,6-8-0 | 9th,142.16,107.26,Ginger FC,4-10-0 | 12th,105.9,92.23,Pop Lockett Drop it,Ginger FC,,36.26,False
2024,1,The Big Gronkowski,9-5-0 | 5th,94.86,106.36,ThreatLevelMidnight,9-5-0 | 2nd,95.38,108.63,ThreatLevelMidnight,The Big Gronkowski,,0.52,False
2024,1,Uncle Rico,6-8-0 | 10th,71.34,105.97,Patty Primetimes,8-6-0 | 3rd,156.68,107.12,Patty Primetimes,Uncle Rico,,85.34,False
2024,1,Voldemort,4-10-0 | 7th,104.08,109.64,malle_dips_pouches,8-6-0 | 6th,120.32,105.87,malle_dips_pouches,Voldemort,,16.24,False
2024,2,Pop Lockett Drop it,6-8-0 | 9th,130.9,110.01,Buttermilk Puuump,5-9-0 | 8th,83.48,104.08,Pop Lockett Drop it,Buttermilk Puuump,,47.42,False
2024,2,The Big Gronkowski,9-5-0 | 5th,120.64,100.96,Ginger FC,4-10-0 | 12th,99.94,97.41,The Big Gronkowski,Ginger FC,,20.7,False
2024,2,ThreatLevelMidnight,9-5-0 | 2nd,133.44,116.56,Post Mahomes,10-4-0 | 1st,105.18,112.1,ThreatLevelMidnight,Post Mahomes,,28.26,False
2024,2,Uncle Rico,6-8-0 | 10th,120.44,104.16,Malle ❤️ 🐸,10-4-0 | 4th,154.42,104.46,Malle ❤️ 🐸,Uncle Rico,,33.98,False
2024,2,Voldemort,4-10-0 | 7th,117.26,100.8,Joe Mantegna,5-9-0 | 11th,109.92,108.46,Voldemort,Joe Mantegna,,7.34,False
2024,2,malle_dips_pouches,8-6-0 | 6th,89.0,102.61,Patty Primetimes,8-6-0 | 3rd,83.86,108.99,malle_dips_pouches,Patty Primetimes,,5.14,False
2024,3,Joe Mantegna,5-9-0 | 11th,113.36,106.16,malle_dips_pouches,8-6-0 | 6th,86.72,91.53,Joe Mantegna,malle_dips_pouches,,26.64,False
2024,3,Malle ❤️ 🐸,10-4-0 | 4th,115.74,100.47,Patty Primetimes,8-6-0 | 3rd,83.98,102.33,Malle ❤️ 🐸,Patty Primetimes,,31.76,False
2024,3,Post Mahomes,10-4-0 | 1st,125.58,107.36,Ginger FC,4-10-0 | 12th,105.62,97.35,Post Mahomes,Ginger FC,,19.96,False
2024,3,The Big Gronkowski,9-5-0 | 5th,106.46,105.92,Buttermilk Puuump,5-9-0 | 8th,89.46,99.22,The Big Gronkowski,Buttermilk Puuump,,17.0,False
2024,3,Uncle Rico,6-8-0 | 10th,120.08,112.34,Pop Lockett Drop it,6-8-0 | 9th,68.5,111.02,Uncle Rico,Pop Lockett Drop it,,51.58,False
2024,3,Voldemort,4-10-0 | 7th,133.52,103.36,ThreatLevelMidnight,9-5-0 | 2nd,87.58,113.2,Voldemort,ThreatLevelMidnight,,45.94,False
2024,4,Joe Mantegna,5-9-0 | 11th,92.54,105.98,ThreatLevelMidnight,9-5-0 | 2nd,103.78,113.82,ThreatLevelMidnight,Joe Mantegna,,11.24,False
2024,4,Malle ❤️ 🐸,10-4-0 | 4th,96.82,101.76,malle_dips_pouches,8-6-0 | 6th,68.38,93.48,Malle ❤️ 🐸,malle_dips_pouches,,28.44,False
2024,4,Pop Lockett Drop it,6-8-0 | 9th,117.0,105.0,Patty Primetimes,8-6-0 | 3rd,143.72,105.42,Patty Primetimes,Pop Lockett Drop it,,26.72,False
2024,4,Post Mahomes,10-4-0 | 1st,97.04,111.28,Buttermilk Puuump,5-9-0 | 8th,120.36,94.05,Buttermilk Puuump,Post Mahomes,,23.32,False
2024,4,Uncle Rico,6-8-0 | 10th,91.4,98.72,The Big Gronkowski,9-5-0 | 5th,114.98,104.88,The Big Gronkowski,Uncle Rico,,23.58,False
2024,4,Voldemort,4-10-0 | 7th,98.4,104.01,Ginger FC,4-10-0 | 12th,110.56,98.58,Ginger FC,Voldemort,,12.16,False
2024,5,Joe Mantegna,5-9-0 | 11th,102.18,101.94,Ginger FC,4-10-0 | 12th,76.86,96.97,Joe Mantegna,Ginger FC,,25.32,False
2024,5,Malle ❤️ 🐸,10-4-0 | 4th,114.86,93.38,Pop Lockett Drop it,6-8-0 | 9th,109.04,102.94,Malle ❤️ 🐸,Pop Lockett Drop it,,5.82,False
2024,5,The Big Gronkowski,9-5-0 | 5th,133.18,106.72,Patty Primetimes,8-6-0 | 3rd,114.02,102.97,The Big Gronkowski,Patty Primetimes,,19.16,False
2024,5,ThreatLevelMidnight,9-5-0 | 2nd,160.9,107.54,malle_dips_pouches,8-6-0 | 6th,127.76,87.22,ThreatLevelMidnight,malle_dips_pouches,,33.14,False
2024,5,Uncle Rico,6-8-0 | 10th,93.64,91.85,Post Mahomes,10-4-0 | 1st,173.32,104.22,Post Mahomes,Uncle Rico,,79.68,False
2024,5,Voldemort,4-10-0 | 7th,79.04,104.2,Buttermilk Puuump,5-9-0 | 8th,79.26,90.03,Buttermilk Puuump,Voldemort,,0.22,False
2024,6,Joe Mantegna,5-9-0 | 11th,103.32,102.14,Buttermilk Puuump,5-9-0 | 8th,110.6,82.14,Buttermilk Puuump,Joe Mantegna,,7.28,False
2024,6,Pop Lockett Drop it,6-8-0 | 9th,134.58,108.43,malle_dips_pouches,8-6-0 | 6th,160.44,99.78,malle_dips_pouches,Pop Lockett Drop it,,25.86,False
2024,6,Post Mahomes,10-4-0 | 1st,107.62,104.27,Patty Primetimes,8-6-0 | 3rd,101.56,98.75,Post Mahomes,Patty Primetimes,,6.06,False
2024,6,The Big Gronkowski,9-5-0 | 5th,62.22,101.6,Malle ❤️ 🐸,10-4-0 | 4th,98.36,99.29,Malle ❤️ 🐸,The Big Gronkowski,,36.14,False
2024,6,ThreatLevelMidnight,9-5-0 | 2nd,77.46,108.8,Ginger FC,4-10-0 | 12th,103.52,93.44,Ginger FC,ThreatLevelMidnight,,26.06,False
2024,6,Uncle Rico,6-8-0 | 10th,127.98,92.88,Voldemort,4-10-0 | 7th,108.6,100.84,Uncle Rico,Voldemort,,19.38,False
2024,7,Ginger FC,4-10-0 | 12th,113.3,99.38,malle_dips_pouches,8-6-0 | 6th,112.46,107.6,Ginger FC,malle_dips_pouches,,0.84,False
2024,7,Malle ❤️ 🐸,10-4-0 | 4th,104.66,100.8,Post Mahomes,10-4-0 | 1st,156.64,110.31,Post Mahomes,Malle ❤️ 🐸,,51.98,False
2024,7,The Big Gronkowski,9-5-0 | 5th,112.34,101.12,Pop Lockett Drop it,6-8-0 | 9th,79.54,108.59,The Big Gronkowski,Pop Lockett Drop it,,32.8,False
2024,7,ThreatLevelMidnight,9-5-0 | 2nd,139.9,106.11,Buttermilk Puuump,5-9-0 | 8th,94.6,99.41,ThreatLevelMidnight,Buttermilk Puuump,,45.3,False
2024,7,Uncle Rico,6-8-0 | 10th,86.86,99.96,Joe Mantegna,5-9-0 | 11th,102.56,103.11,Joe Mantegna,Uncle Rico,,15.7,False
2024,7,Voldemort,4-10-0 | 7th,89.92,111.34,Patty Primetimes,8-6-0 | 3rd,94.04,112.42,Patty Primetimes,Voldemort,,4.12,False
2024,8,Ginger FC,4-10-0 | 12th,126.74,106.29,Buttermilk Puuump,5-9-0 | 8th,113.3,102.97,Ginger FC,Buttermilk Puuump,,13.44,False
2024,8,Joe Mantegna,5-9-0 | 11th,118.16,103.49,Patty Primetimes,8-6-0 | 3rd,134.04,108.82,Patty Primetimes,Joe Mantegna,,15.88,False
2024,8,Malle ❤️ 🐸,10-4-0 | 4th,122.74,103.4,Voldemort,4-10-0 | 7th,103.92,101.28,Malle ❤️ 🐸,Voldemort,,18.82,False
2024,8,Pop Lockett Drop it,6-8-0 | 9th,108.82,93.5,Post Mahomes,10-4-0 | 1st,125.36,111.73,Post Mahomes,Pop Lockett Drop it,,16.54,False
2024,8,The Big Gronkowski,9-5-0 | 5th,82.36,110.22,malle_dips_pouches,8-6-0 | 6th,110.34,111.2,malle_dips_pouches,The Big Gronkowski,,27.98,False
2024,8,Uncle Rico,6-8-0 | 10th,111.28,102.77,ThreatLevelMidnight,9-5-0 | 2nd,120.28,106.23,ThreatLevelMidnight,Uncle Rico,,9.0,False
2024,9,Malle ❤️ 🐸,10-4-0 | 4th,124.4,102.0,Joe Mantegna,5-9-0 | 11th,99.72,108.91,Malle ❤️ 🐸,Joe Mantegna,,24.68,False
2024,9,The Big Gronkowski,9-5-0 | 5th,128.82,117.07,Post Mahomes,10-4-0 | 1st,113.4,112.84,The Big Gronkowski,Post Mahomes,,15.42,False
2024,9,ThreatLevelMidnight,9-5-0 | 2nd,69.06,100.75,Patty Primetimes,8-6-0 | 3rd,127.96,116.46,Patty Primetimes,ThreatLevelMidnight,,58.9,False
2024,9,Uncle Rico,6-8-0 | 10th,156.54,103.32,Ginger FC,4-10-0 | 12th,117.98,96.84,Uncle Rico,Ginger FC,,38.56,False
2024,9,Voldemort,4-10-0 | 7th,102.5,111.34,Pop Lockett Drop it,6-8-0 | 9th,119.54,103.95,Pop Lockett Drop it,Voldemort,,17.04,False
2024,9,malle_dips_pouches,8-6-0 | 6th,88.58,107.85,Buttermilk Puuump,5-9-0 | 8th,77.7,100.64,malle_dips_pouches,Buttermilk Puuump,,10.88,False
2024,10,Ginger FC,4-10-0 | 12th,79.74,109.8,Patty Primetimes,8-6-0 | 3rd,89.68,113.33,Patty Primetimes,Ginger FC,,9.94,False
2024,10,Joe Mantegna,5-9-0 | 11th,88.08,105.19,Pop Lockett Drop it,6-8-0 | 9th,112.18,104.93,Pop Lockett Drop it,Joe Mantegna,,24.1,False
2024,10,Malle ❤️ 🐸,10-4-0 | 4th,92.38,106.69,ThreatLevelMidnight,9-5-0 | 2nd,132.44,88.78,ThreatLevelMidnight,Malle ❤️ 🐸,,40.06,False
2024,10,Post Mahomes,10-4-0 | 1st,123.3,107.05,malle_dips_pouches,8-6-0 | 6th,93.94,107.08,Post Mahomes,malle_dips_pouches,,29.36,False
2024,10,The Big Gronkowski,9-5-0 | 5th,102.62,105.66,Voldemort,4-10-0 | 7th,86.6,114.89,The Big Gronkowski,Voldemort,,16.02,False
2024,10,Uncle Rico,6-8-0 | 10th,97.24,108.15,Buttermilk Puuump,5-9-0 | 8th,84.3,95.36,Uncle Rico,Buttermilk Puuump,,12.94,False
2024,11,Malle ❤️ 🐸,10-4-0 | 4th,113.24,98.8,Ginger FC,4-10-0 | 12th,106.84,108.24,Malle ❤️ 🐸,Ginger FC,,6.4,False
2024,11,Patty Primetimes,8-6-0 | 3rd,81.64,106.93,Buttermilk Puuump,5-9-0 | 8th,145.68,91.09,Buttermilk Puuump,Patty Primetimes,,64.04,False
2024,11,The Big Gronkowski,9-5-0 | 5th,105.24,101.44,Joe Mantegna,5-9-0 | 11th,90.86,103.58,The Big Gronkowski,Joe Mantegna,,14.38,False
2024,11,ThreatLevelMidnight,9-5-0 | 2nd,111.28,97.34,Pop Lockett Drop it,6-8-0 | 9th,83.08,100.02,ThreatLevelMidnight,Pop Lockett Drop it,,28.2,False
2024,11,Uncle Rico,6-8-0 | 10th,88.84,103.25,malle_dips_pouches,8-6-0 | 6th,125.94,104.11,malle_dips_pouches,Uncle Rico,,37.1,False
2024,11,Voldemort,4-10-0 | 7th,110.78,109.85,Post Mahomes,10-4-0 | 1st,122.68,113.26,Post Mahomes,Voldemort,,11.9,False
2024,12,Joe Mantegna,5-9-0 | 11th,110.78,91.87,Post Mahomes,10-4-0 | 1st,97.28,107.52,Joe Mantegna,Post Mahomes,,13.5,False
2024,12,Malle ❤️ 🐸,10-4-0 | 4th,115.96,94.57,Buttermilk Puuump,5-9-0 | 8th,90.46,95.19,Malle ❤️ 🐸,Buttermilk Puuump,,25.5,False
2024,12,Pop Lockett Drop it,6-8-0 | 9th,102.78,99.1,Ginger FC,4-10-0 | 12th,90.32,103.4,Pop Lockett Drop it,Ginger FC,,12.46,False
2024,12,The Big Gronkowski,9-5-0 | 5th,105.42,87.96,ThreatLevelMidnight,9-5-0 | 2nd,109.02,97.36,ThreatLevelMidnight,The Big Gronkowski,,3.6,False
2024,12,Uncle Rico,6-8-0 | 10th,106.76,102.53,Patty Primetimes,8-6-0 | 3rd,127.5,110.16,Patty Primetimes,Uncle Rico,,20.74,False
2024,12,Voldemort,4-10-0 | 7th,99.32,105.39,malle_dips_pouches,8-6-0 | 6th,88.8,104.47,Voldemort,malle_dips_pouches,,10.52,False
2024,13,Pop Lockett Drop it,6-8-0 | 9th,158.18,110.34,Buttermilk Puuump,5-9-0 | 8th,139.74,96.53,Pop Lockett Drop it,Buttermilk Puuump,,18.44,False
2024,13,The Big Gronkowski,9-5-0 | 5th,119.06,102.71,Ginger FC,4-10-0 | 12th,105.86,103.28,The Big Gronkowski,Ginger FC,,13.2,False
2024,13,ThreatLevelMidnight,9-5-0 | 2nd,91.3,108.28,Post Mahomes,10-4-0 | 1st,113.58,111.49,Post Mahomes,ThreatLevelMidnight,,22.28,False
2024,13,Uncle Rico,6-8-0 | 10th,88.04,103.07,Malle ❤️ 🐸,10-4-0 | 4th,81.22,104.48,Uncle Rico,Malle ❤️ 🐸,,6.82,False
2024,13,Voldemort,4-10-0 | 7th,97.62,114.21,Joe Mantegna,5-9-0 | 11th,130.4,103.14,Joe Mantegna,Voldemort,,32.78,False
2024,13,malle_dips_pouches,8-6-0 | 6th,137.1,111.21,Patty Primetimes,8-6-0 | 3rd,122.14,113.13,malle_dips_pouches,Patty Primetimes,,14.96,False
2024,14,Joe Mantegna,5-9-0 | 11th,57.44,85.8,malle_dips_pouches,8-6-0 | 6th,126.18,91.58,malle_dips_pouches,Joe Mantegna,,68.74,False
2024,14,Malle ❤️ 🐸,10-4-0 | 4th,103.32,96.41,Patty Primetimes,8-6-0 | 3rd,124.98,106.87,Patty Primetimes,Malle ❤️ 🐸,,21.66,False
2024,14,Post Mahomes,10-4-0 | 1st,103.32,106.26,Ginger FC,4-10-0 | 12th,99.04,93.38,Post Mahomes,Ginger FC,,4.28,False
2024,14,The Big Gronkowski,9-5-0 | 5th,105.66,112.2,Buttermilk Puuump,5-9-0 | 8th,133.32,99.48,Buttermilk Puuump,The Big Gronkowski,,27.66,False
2024,14,Uncle Rico,6-8-0 | 10th,125.8,93.43,Pop Lockett Drop it,6-8-0 | 9th,94.02,109.02,Uncle Rico,Pop Lockett Drop it,,31.78,False
2024,14,Voldemort,4-10-0 | 7th,176.08,109.09,ThreatLevelMidnight,9-5-0 | 2nd,148.6,110.19,Voldemort,ThreatLevelMidnight,,27.48,False
2025,1,Ginger FC,10-4-0 | 1st,102.82,114.06,Buttermilk Puuump,4-10-0 | 10th,93.7,106.03,Ginger FC,Buttermilk Puuump,,9.12,False
2025,1,Joe Mantegna,6-8-0 | 7th,83.04,105.39,ThreatLevelMidnight,9-5-0 | 3rd,100.88,112.63,ThreatLevelMidnight,Joe Mantegna,,17.84,False
2025,1,Malle ❤️ 🐸,3-11-0 | 9th,74.72,112.27,Patty Primetimes,12-2-0 | 2nd,140.36,116.4,Patty Primetimes,Malle ❤️ 🐸,,65.64,False
2025,1,Pop Lockett Drop it,8-6-0 | 6th,119.26,111.07,malle_dips_pouches,6-8-0 | 11th,89.68,117.1,Pop Lockett Drop it,malle_dips_pouches,,29.58,False
2025,1,The Big Gronkowski,4-10-0 | 12th,72.68,104.3,Post Mahomes,9-5-0 | 4th,125.82,117.18,Post Mahomes,The Big Gronkowski,,53.14,False
2025,1,Uncle Rico,7-7-0 | 5th,93.92,111.16,Voldemort,6-8-0 | 8th,117.12,119.74,Voldemort,Uncle Rico,,23.2,False
2025,2,Joe Mantegna,6-8-0 | 7th,157.44,113.59,Ginger FC,10-4-0 | 1st,98.98,117.76,Joe Mantegna,Ginger FC,,58.46,False
2025,2,Malle ❤️ 🐸,3-11-0 | 9th,79.4,105.77,Voldemort,6-8-0 | 8th,111.0,124.54,Voldemort,Malle ❤️ 🐸,,31.6,False
2025,2,Post Mahomes,9-5-0 | 4th,92.58,122.55,Patty Primetimes,12-2-0 | 2nd,95.22,117.81,Patty Primetimes,Post Mahomes,,2.64,False
2025,2,The Big Gronkowski,4-10-0 | 12th,95.74,109.66,ThreatLevelMidnight,9-5-0 | 3rd,101.2,114.31,ThreatLevelMidnight,The Big Gronkowski,,5.46,False
2025,2,Uncle Rico,7-7-0 | 5th,97.24,94.35,Pop Lockett Drop it,8-6-0 | 6th,130.4,112.64,Pop Lockett Drop it,Uncle Rico,,33.16,False
2025,2,malle_dips_pouches,6-8-0 | 11th,88.74,122.73,Buttermilk Puuump,4-10-0 | 10th,134.16,114.31,Buttermilk Puuump,malle_dips_pouches,,45.42,False
2025,3,Ginger FC,10-4-0 | 1st,103.6,112.2,malle_dips_pouches,6-8-0 | 11th,79.84,114.19,Ginger FC,malle_dips_pouches,,23.76,False
2025,3,Malle ❤️ 🐸,3-11-0 | 9th,90.98,97.2,Pop Lockett Drop it,8-6-0 | 6th,117.02,128.37,Pop Lockett Drop it,Malle ❤️ 🐸,,26.04,False
2025,3,The Big Gronkowski,4-10-0 | 12th,107.84,103.13,Joe Mantegna,6-8-0 | 7th,78.32,111.7,The Big Gronkowski,Joe Mantegna,,29.52,False
2025,3,ThreatLevelMidnight,9-5-0 | 3rd,105.82,101.13,Patty Primetimes,12-2-0 | 2nd,115.02,118.75,Patty Primetimes,ThreatLevelMidnight,,9.2,False
2025,3,Uncle Rico,7-7-0 | 5th,141.02,110.16,Buttermilk Puuump,4-10-0 | 10th,76.28,106.21,Uncle Rico,Buttermilk Puuump,,64.74,False
2025,3,Voldemort,6-8-0 | 8th,84.06,115.35,Post Mahomes,9-5-0 | 4th,137.56,115.94,Post Mahomes,Voldemort,,53.5,False
2025,4,Joe Mantegna,6-8-0 | 7th,94.24,96.04,Patty Primetimes,12-2-0 | 2nd,131.86,116.98,Patty Primetimes,Joe Mantegna,,37.62,False
2025,4,Malle ❤️ 🐸,3-11-0 | 9th,123.26,93.66,Buttermilk Puuump,4-10-0 | 10th,144.62,110.73,Buttermilk Puuump,Malle ❤️ 🐸,,21.36,False
2025,4,Pop Lockett Drop it,8-6-0 | 6th,93.58,98.33,Post Mahomes,9-5-0 | 4th,123.5,118.26,Post Mahomes,Pop Lockett Drop it,,29.92,False
2025,4,The Big Gronkowski,4-10-0 | 12th,90.42,103.88,Ginger FC,10-4-0 | 1st,97.52,94.41,Ginger FC,The Big Gronkowski,,7.1,False
2025,4,Uncle Rico,7-7-0 | 5th,103.58,109.7,malle_dips_pouches,6-8-0 | 11th,110.4,107.81,malle_dips_pouches,Uncle Rico,,6.82,False
2025,4,Voldemort,6-8-0 | 8th,125.1,114.18,ThreatLevelMidnight,9-5-0 | 3rd,144.26,110.42,ThreatLevelMidnight,Voldemort,,19.16,False
2025,5,Malle ❤️ 🐸,3-11-0 | 9th,89.34,85.15,malle_dips_pouches,6-8-0 | 11th,119.1,106.49,malle_dips_pouches,Malle ❤️ 🐸,,29.76,False
2025,5,Post Mahomes,9-5-0 | 4th,120.02,114.06,Buttermilk Puuump,4-10-0 | 10th,122.32,101.72,Buttermilk Puuump,Post Mahomes,,2.3,False
2025,5,The Big Gronkowski,4-10-0 | 12th,66.12,89.59,Patty Primetimes,12-2-0 | 2nd,107.12,109.3,Patty Primetimes,The Big Gronkowski,,41.0,False
2025,5,ThreatLevelMidnight,9-5-0 | 3rd,141.46,102.27,Pop Lockett Drop it,8-6-0 | 6th,118.46,100.66,ThreatLevelMidnight,Pop Lockett Drop it,,23.0,False
2025,5,Uncle Rico,7-7-0 | 5th,154.78,114.5,Ginger FC,10-4-0 | 1st,86.74,107.42,Uncle Rico,Ginger FC,,68.04,False
2025,5,Voldemort,6-8-0 | 8th,121.9,115.51,Joe Mantegna,6-8-0 | 7th,122.88,90.69,Joe Mantegna,Voldemort,,0.98,False
2025,6,Ginger FC,10-4-0 | 1st,103.06,104.85,Patty Primetimes,12-2-0 | 2nd,108.6,111.7,Patty Primetimes,Ginger FC,,5.54,False
2025,6,Joe Mantegna,6-8-0 | 7th,81.36,100.97,Pop Lockett Drop it,8-6-0 | 6th,76.74,96.49,Joe Mantegna,Pop Lockett Drop it,,4.62,False
2025,6,Post Mahomes,9-5-0 | 4th,132.68,110.51,malle_dips_pouches,6-8-0 | 11th,92.82,110.59,Post Mahomes,malle_dips_pouches,,39.86,False
2025,6,The Big Gronkowski,4-10-0 | 12th,99.84,85.32,Voldemort,6-8-0 | 8th,72.0,104.99,The Big Gronkowski,Voldemort,,27.84,False
2025,6,ThreatLevelMidnight,9-5-0 | 3rd,133.54,113.18,Buttermilk Puuump,4-10-0 | 10th,102.42,113.85,ThreatLevelMidnight,Buttermilk Puuump,,31.12,False
2025,6,Uncle Rico,7-7-0 | 5th,101.8,108.38,Malle ❤️ 🐸,3-11-0 | 9th,139.84,101.53,Malle ❤️ 🐸,Uncle Rico,,38.04,False
2025,7,Joe Mantegna,6-8-0 | 7th,151.86,101.01,Buttermilk Puuump,4-10-0 | 10th,111.44,107.02,Joe Mantegna,Buttermilk Puuump,,40.42,False
2025,7,Malle ❤️ 🐸,3-11-0 | 9th,86.04,101.36,Ginger FC,10-4-0 | 1st,165.7,100.28,Ginger FC,Malle ❤️ 🐸,,79.66,False
2025,7,The Big Gronkowski,4-10-0 | 12th,99.36,93.39,Pop Lockett Drop it,8-6-0 | 6th,138.98,107.87,Pop Lockett Drop it,The Big Gronkowski,,39.62,False
2025,7,ThreatLevelMidnight,9-5-0 | 3rd,125.42,107.74,malle_dips_pouches,6-8-0 | 11th,57.74,76.79,ThreatLevelMidnight,malle_dips_pouches,,67.68,False
2025,7,Uncle Rico,7-7-0 | 5th,145.02,107.12,Post Mahomes,9-5-0 | 4th,124.54,110.14,Uncle Rico,Post Mahomes,,20.48,False
2025,7,Voldemort,6-8-0 | 8th,100.34,101.96,Patty Primetimes,12-2-0 | 2nd,79.18,101.93,Voldemort,Patty Primetimes,,21.16,False
2025,8,Joe Mantegna,6-8-0 | 7th,114.18,102.0,malle_dips_pouches,6-8-0 | 11th,83.66,81.22,Joe Mantegna,malle_dips_pouches,,30.52,False
2025,8,Malle ❤️ 🐸,3-11-0 | 9th,97.62,83.6,Post Mahomes,9-5-0 | 4th,114.96,87.16,Post Mahomes,Malle ❤️ 🐸,,17.34,False
2025,8,Pop Lockett Drop it,8-6-0 | 6th,97.72,95.6,Patty Primetimes,12-2-0 | 2nd,169.62,111.72,Patty Primetimes,Pop Lockett Drop it,,71.9,False
2025,8,The Big Gronkowski,4-10-0 | 12th,79.02,90.28,Buttermilk Puuump,4-10-0 | 10th,134.46,99.68,Buttermilk Puuump,The Big Gronkowski,,55.44,False
2025,8,Uncle Rico,7-7-0 | 5th,134.18,117.95,ThreatLevelMidnight,9-5-0 | 3rd,64.58,105.43,Uncle Rico,ThreatLevelMidnight,,69.6,False
2025,8,Voldemort,6-8-0 | 8th,85.56,93.82,Ginger FC,10-4-0 | 1st,130.68,106.47,Ginger FC,Voldemort,,45.12,False
2025,9,Malle ❤️ 🐸,3-11-0 | 9th,89.12,69.77,ThreatLevelMidnight,9-5-0 | 3rd,154.28,109.22,ThreatLevelMidnight,Malle ❤️ 🐸,,65.16,False
2025,9,Patty Primetimes,12-2-0 | 2nd,98.52,104.93,Buttermilk Puuump,4-10-0 | 10th,88.62,105.99,Patty Primetimes,Buttermilk Puuump,,9.9,False
2025,9,Post Mahomes,9-5-0 | 4th,104.7,114.17,Ginger FC,10-4-0 | 1st,128.2,107.48,Ginger FC,Post Mahomes,,23.5,False
