year,week,player,player_position,match_player,nfl_name,nfl_team,nfl_position,gsis_id,yahoo_id,match_method
2017,2,Jordan Matthews,,jordan matthews,Jordan Matthews,BUF,WR,00-0031299,27570,exact_week_normalized
2017,2,Jordan Reed,TE,jordan reed,Jordan Reed,WAS,TE,00-0030472,26708,exact_week_normalized
2017,2,Jordy Nelson,WR,jordy nelson,Jordy Nelson,GB,WR,00-0026176,8813,exact_week_normalized
2017,2,Julio Jones,WR,julio jones,Julio Jones,ATL,WR,00-0027944,24793,exact_week_normalized
2017,2,Julius Thomas,,julius thomas,Julius Thomas,MIA,TE,00-0028067,24916,exact_week_normalized
2017,2,Justin Tucker,K,justin tucker,Justin Tucker,BAL,K,00-0029597,26534,exact_week_normalized
2017,2,Kareem Hunt,RB,kareem hunt,Kareem Hunt,KC,RB,00-0033923,30199,exact_week_normalized
2017,2,Keenan Allen,,keenan allen,Keenan Allen,LAC,WR,00-0030279,26699,exact_week_normalized
2017,2,Kelvin Benjamin,WR,kelvin benjamin,Kelvin Benjamin,CAR,WR,00-0031359,27556,exact_week_normalized
2017,2,Kenny Britt,,kenny britt,Kenny Britt,CLE,WR,00-0027006,9294,exact_week_normalized
2017,2,Kenny Golladay,WR,kenny golladay,Kenny Golladay,DET,WR,00-0033932,30209,exact_week_normalized
2017,2,Kenny Stills,,kenny stills,Kenny Stills,MIA,WR,00-0030085,26767,exact_week_normalized
2017,2,Kerwynn Williams,,kerwynn williams,Kerwynn Williams,ARI,RB,00-0030117,26853,exact_week_normalized
2017,2,Kirk Cousins,,kirk cousins,Kirk Cousins,WAS,QB,00-0029604,25812,exact_week_normalized
2017,2,Kyle Rudolph,TE,kyle rudolph,Kyle Rudolph,MIN,TE,00-0027981,24830,exact_week_normalized
2017,2,Lamar Miller,RB,lamar miller,Lamar Miller,HOU,RB,00-0029615,25807,exact_week_normalized
2017,2,Larry Fitzgerald,,larry fitzgerald,Larry Fitzgerald,ARI,WR,00-0022921,6762,exact_week_normalized
2017,2,Latavius Murray,,latavius murray,Latavius Murray,MIN,RB,00-0030513,26804,exact_week_normalized
2017,2,Le'Veon Bell,RB,le veon bell,Le'Veon Bell,PIT,RB,00-0030496,26671,exact_week_normalized
2017,2,LeGarrette Blount,RB,legarrette blount,LeGarrette Blount,PHI,RB,00-0027325,24318,exact_week_normalized
2017,2,LeSean McCoy,RB,lesean mccoy,LeSean McCoy,BUF,RB,00-0027029,9317,exact_week_normalized
2017,2,Leonard Fournette,RB,leonard fournette,Leonard Fournette,JAX,RB,00-0033856,30117,exact_week_normalized
2017,2,Marcus Mariota,QB,marcus mariota,Marcus Mariota,TEN,QB,00-0032268,28390,exact_week_normalized
2017,2,Mark Ingram II,RB,mark ingram,Mark Ingram,NO,RB,00-0027966,24815,exact_week_normalized
2017,2,Marlon Mack,,marlon mack,Marlon Mack,IND,RB,00-0033951,30256,exact_week_normalized
2017,2,Marshawn Lynch,RB,marshawn lynch,Marshawn Lynch,OAK,RB,00-0025399,8266,exact_week_normalized
2017,2,Martavis Bryant,,martavis bryant,Martavis Bryant,PIT,WR,00-0031373,27646,exact_week_normalized
2017,2,Martellus Bennett,TE,martellus bennett,Martellus Bennett,GB,TE,00-0026201,8838,exact_week_normalized
2017,2,Marvin Jones Jr.,,marvin jones,Marvin Jones,DET,WR,00-0029293,25876,exact_week_normalized
2017,2,Mason Crosby,K,mason crosby,Mason Crosby,GB,K,00-0025580,8447,exact_week_normalized
2017,2,Matt Bryant,K,matt bryant,Matt Bryant,ATL,K,00-0020578,6243,exact_week_normalized
2017,2,Matt Prater,K,matt prater,Matt Prater,DET,K,00-0023853,8565,exact_week_normalized
2017,2,Matt Ryan,QB,matt ryan,Matt Ryan,ATL,QB,00-0026143,8780,exact_week_normalized
2017,2,Matthew Stafford,QB,matthew stafford,Matthew Stafford,DET,QB,00-0026498,9265,exact_week_normalized
2017,2,Melvin Gordon III,RB,melvin gordon,Melvin Gordon,LAC,RB,00-0032144,28403,exact_week_normalized
2017,2,Michael Crabtree,WR,michael crabtree,Michael Crabtree,OAK,WR,00-0026986,9274,exact_week_normalized
2017,2,Michael Thomas,WR,michael thomas,Michael Thomas,MIA,DB,00-0028908,26265,exact_week_normalized
2017,2,Mike Evans,WR,mike evans,Mike Evans,TB,WR,00-0031408,27535,exact_week_normalized
2017,2,Mike Gillislee,,mike gillislee,Mike Gillislee,NE,RB,00-0030433,26787,exact_week_normalized
2017,2,Mike Wallace,,mike wallace,Mike Wallace,BAL,WR,00-0026901,9348,exact_week_normalized
2017,2,O.J. Howard,,o j howard,O.J. Howard,TB,TE,00-0033879,30132,exact_week_normalized
2017,2,Odell Beckham Jr.,WR,odell beckham,Odell Beckham,NYG,WR,00-0031235,27540,exact_week_normalized
2017,2,Paul Perkins,,paul perkins,Paul Perkins,NYG,RB,00-0032417,29383,exact_week_normalized
2017,2,Philip Rivers,QB,philip rivers,Philip Rivers,LAC,QB,00-0022942,6763,exact_week_normalized
2017,2,Pierre Garcon,,pierre garcon,Pierre Garcon,SF,WR,00-0026345,8982,exact_week_normalized
2017,2,Randall Cobb,,randall cobb,Randall Cobb,GB,WR,00-0028002,24851,exact_week_normalized
2017,2,Rex Burkhead,,rex burkhead,Rex Burkhead,NE,RB,00-0030288,26813,exact_week_normalized
2017,2,Rishard Matthews,,rishard matthews,Rishard Matthews,TEN,WR,00-0029580,25937,exact_week_normalized
2017,2,Rob Gronkowski,TE,rob gronkowski,Rob Gronkowski,NE,TE,00-0027656,24017,exact_week_normalized
2017,2,Rob Kelley,,rob kelley,Rob Kelley,WAS,RB,00-0032371,29694,exact_week_normalized
2017,2,Robbie Chosen,,robby anderson,Robby Anderson,NYJ,WR,00-0032688,29785,exact_week_normalized
2017,2,Robert Turbin,,robert turbin,Robert Turbin,IND,RB,00-0029273,25816,exact_week_normalized
2017,2,Russell Wilson,QB,russell wilson,Russell Wilson,SEA,QB,00-0029263,25785,exact_week_normalized
2017,2,Sammy Watkins,,sammy watkins,Sammy Watkins,LA,WR,00-0031325,27532,exact_week_normalized
2017,2,Stefon Diggs,,stefon diggs,Stefon Diggs,MIN,WR,00-0031588,28534,exact_week_normalized
2017,2,Stephen Gostkowski,K,stephen gostkowski,Stephen Gostkowski,NE,K,00-0024333,7867,exact_week_normalized
2017,2,Sterling Shepard,,sterling shepard,Sterling Shepard,NYG,WR,00-0032385,29274,exact_week_normalized
2017,2,T.Y. Hilton,,t y hilton,T.Y. Hilton,IND,WR,00-0029608,25802,exact_week_normalized
2017,2,Tarik Cohen,,tarik cohen,Tarik Cohen,CHI,RB,00-0033556,30232,exact_week_normalized
2017,2,Ted Ginn Jr.,,ted ginn,Ted Ginn,NO,WR,00-0025396,8263,exact_week_normalized
2017,2,Terrance West,,terrance west,Terrance West,BAL,RB,00-0031375,27622,exact_week_normalized
2017,2,Terrelle Pryor Sr.,WR,terrelle pryor,Terrelle Pryor,WAS,WR,00-0028825,25681,exact_week_normalized
2017,2,Tevin Coleman,,tevin coleman,Tevin Coleman,ATL,RB,00-0032058,28461,exact_week_normalized
2017,2,Theo Riddick,,theo riddick,Theo Riddick,DET,RB,00-0030107,26822,exact_week_normalized
2017,2,Thomas Rawls,,thomas rawls,Thomas Rawls,SEA,RB,00-0031897,28714,exact_week_normalized
2017,2,Todd Gurley,RB,todd gurley,Todd Gurley,LA,RB,00-0032241,28398,exact_week_normalized
2017,2,Tom Brady,QB,tom brady,Tom Brady,NE,QB,00-0019596,5228,exact_week_normalized
2017,2,Travis Kelce,TE,travis kelce,Travis Kelce,KC,TE,00-0030506,26686,exact_week_normalized
2017,2,Ty Montgomery II,RB,ty montgomery,Ty Montgomery,GB,RB,00-0032200,28482,exact_week_normalized
2017,2,Tyler Eifert,TE,tyler eifert,Tyler Eifert,CIN,TE,00-0030549,26644,exact_week_normalized
2017,2,Tyler Lockett,,tyler lockett,Tyler Lockett,SEA,WR,00-0032211,28457,exact_week_normalized
2017,2,Tyreek Hill,WR,tyreek hill,Tyreek Hill,KC,WR,00-0033040,29399,exact_week_normalized
2017,2,Tyrell Williams,,tyrell williams,Tyrell Williams,LAC,WR,00-0032160,28691,exact_week_normalized
2017,2,Wil Lutz,K,wil lutz,Wil Lutz,NO,K,00-0032569,29754,exact_week_normalized
2017,2,Willie Snead IV,,willie snead,Willie Snead,NO,WR,00-0030663,28026,exact_week_normalized
2017,2,Zach Ertz,,zach ertz,Zach Ertz,PHI,TE,00-0030061,26658,exact_week_normalized
2017,2,Zay Jones,,zay jones,Zay Jones,BUF,WR,00-0033891,30150,exact_week_normalized
2017,3,A.J. Green,WR,a j green,A.J. Green,CIN,WR,00-0027942,24791,exact_week_normalized
2017,3,Aaron Rodgers,QB,aaron rodgers,Aaron Rodgers,GB,QB,00-0023459,7200,exact_week_normalized
2017,3,Adam Thielen,,adam thielen,Adam Thielen,MIN,WR,00-0030035,27277,exact_week_normalized
2017,3,Adam Vinatieri,K,adam vinatieri,Adam Vinatieri,IND,K,00-0016919,3727,exact_week_normalized
2017,3,Adrian Peterson,,adrian peterson,Adrian Peterson,NO,RB,00-0025394,8261,exact_week_normalized
2017,3,Alex Smith,,alex smith,Alex Smith,KC,QB,00-0023436,7177,exact_week_normalized
2017,3,Allen Hurns,,allen hurns,Allen Hurns,JAX,WR,00-0030821,27874,exact_week_normalized
2017,3,Alshon Jeffery,WR,alshon jeffery,Alshon Jeffery,PHI,WR,00-0029137,25755,exact_week_normalized
2017,3,Amari Cooper,WR,amari cooper,Amari Cooper,OAK,WR,00-0031544,28392,exact_week_normalized
2017,3,Ameer Abdullah,RB,ameer abdullah,Ameer Abdullah,DET,RB,00-0032104,28442,exact_week_normalized
2017,3,Andy Dalton,,andy dalton,Andy Dalton,CIN,QB,00-0027973,24822,exact_week_normalized
2017,3,Antonio Brown,WR,antonio brown,Antonio Brown,PIT,WR,00-0027793,24171,exact_week_normalized
2017,3,Antonio Gates,,antonio gates,Antonio Gates,LAC,TE,00-0021547,6663,exact_week_normalized
2017,3,Austin Hooper,TE,austin hooper,Austin Hooper,ATL,TE,00-0032392,29315,exact_week_normalized
2017,3,Ben Roethlisberger,QB,ben roethlisberger,Ben Roethlisberger,PIT,QB,00-0022924,6770,exact_week_normalized
2017,3,Blair Walsh,K,blair walsh,Blair Walsh,SEA,K,00-0029576,25885,exact_week_normalized
2017,3,Brandin Cooks,WR,brandin cooks,Brandin Cooks,NE,WR,00-0031236,27548,exact_week_normalized
2017,3,Brandon Marshall,,brandon marshall,Brandon Marshall,NYG,WR,00-0024334,7868,exact_week_normalized
2017,3,C.J. Anderson,RB,c j anderson,C.J. Anderson,DEN,RB,00-0029854,26878,exact_week_normalized
2017,3,C.J. Prosise,,c j prosise,C.J. Prosise,SEA,RB,00-0032393,29324,exact_week_normalized
2017,3,Cairo Santos,K,cairo santos,Cairo Santos,KC,K,00-0031203,28227,exact_week_normalized
2017,3,Cam Newton,,cam newton,Cam Newton,CAR,QB,00-0027939,24788,exact_week_normalized
2017,3,Carlos Hyde,RB,carlos hyde,Carlos Hyde,SF,RB,00-0031045,27585,exact_week_normalized
2017,3,Carson Palmer,,carson palmer,Carson Palmer,ARI,QB,00-0021429,6337,exact_week_normalized
2017,3,Carson Wentz,QB,carson wentz,Carson Wentz,PHI,QB,00-0032950,29236,exact_week_normalized
2017,3,Charles Clay,,charles clay,Charles Clay,BUF,TE,00-0028112,24961,exact_week_normalized
2017,3,Chris Boswell,K,chris boswell,Chris Boswell,PIT,K,00-0031136,28188,exact_week_normalized
2017,3,Chris Carson,,chris carson,Chris Carson,SEA,RB,00-0033594,30362,exact_week_normalized
2017,3,Chris Hogan,WR,chris hogan,Chris Hogan,NE,WR,00-0028237,25178,exact_week_normalized
2017,3,Chris Johnson,,chris johnson,Chris Johnson,ARI,RB,00-0026164,8801,exact_week_normalized
2017,3,Chris Thompson,RB,chris thompson,Chris Thompson,WAS,RB,00-0030404,26777,exact_week_normalized
2017,3,Christian McCaffrey,RB,christian mccaffrey,Christian McCaffrey,CAR,RB,00-0033280,30121,exact_week_normalized
2017,3,Coby Fleener,TE,coby fleener,Coby Fleener,NO,TE,00-0029697,25744,exact_week_normalized
2017,3,Cole Beasley,,cole beasley,Cole Beasley,DAL,WR,00-0029000,26060,exact_week_normalized
2017,3,Corey Coleman,,corey coleman,Corey Coleman,CLE,WR,00-0032966,29249,exact_week_normalized
2017,3,Corey Davis,,corey davis,Corey Davis,TEN,WR,00-0033871,30118,exact_week_normalized
2017,3,Dak Prescott,QB,dak prescott,Dak Prescott,DAL,QB,00-0033077,29369,exact_week_normalized
2017,3,Dalvin Cook,RB,dalvin cook,Dalvin Cook,MIN,RB,00-0033893,30154,exact_week_normalized
2017,3,Dan Bailey,K,dan bailey,Dan Bailey,DAL,K,00-0028660,25427,exact_week_normalized
2017,3,Danny Amendola,,danny amendola,Danny Amendola,NE,WR,00-0026035,9037,exact_week_normalized
2017,3,Darren Sproles,,darren sproles,Darren Sproles,PHI,RB,00-0023564,7306,exact_week_normalized
2017,3,Davante Adams,WR,davante adams,Davante Adams,GB,WR,00-0031381,27581,exact_week_normalized
2017,3,David Johnson,,david johnson,David Johnson,PIT,TE,00-0026957,9505,exact_week_normalized
2017,3,DeAndre Hopkins,WR,deandre hopkins,DeAndre Hopkins,HOU,WR,00-0030564,26650,exact_week_normalized
2017,3,DeMarco Murray,,demarco murray,DeMarco Murray,TEN,RB,00-0028009,24858,exact_week_normalized
2017,3,DeSean Jackson,WR,desean jackson,DeSean Jackson,TB,WR,00-0026189,8826,exact_week_normalized
2017,3,DeVante Parker,WR,devante parker,DeVante Parker,MIA,WR,00-0031547,28402,exact_week_normalized
2017,3,Delanie Walker,TE,delanie walker,Delanie Walker,TEN,TE,00-0024389,7924,exact_week_normalized
2017,3,Demaryius Thomas,WR,demaryius thomas,Demaryius Thomas,DEN,WR,00-0027874,23997,exact_week_normalized
2017,3,Derek Carr,QB,derek carr,Derek Carr,OAK,QB,00-0031280,27564,exact_week_normalized
2017,3,Derrick Henry,RB,derrick henry,Derrick Henry,TEN,RB,00-0032764,29279,exact_week_normalized
2017,3,Devonta Freeman,RB,devonta freeman,Devonta Freeman,ATL,RB,00-0031285,27631,exact_week_normalized
2017,3,Dez Bryant,WR,dez bryant,Dez Bryant,DAL,WR,00-0027902,23999,exact_week_normalized
2017,3,Donte Moncrief,,donte moncrief,Donte Moncrief,IND,WR,00-0031339,27618,exact_week_normalized
2017,3,Doug Baldwin,WR,doug baldwin,Doug Baldwin,SEA,WR,00-0028434,25105,exact_week_normalized
2017,3,Doug Martin,,doug martin,Doug Martin,TB,RB,00-0029613,25741,exact_week_normalized
2017,3,Drew Brees,QB,drew brees,Drew Brees,NO,QB,00-0020531,5479,exact_week_normalized
2017,3,Duke Johnson,,duke johnson,Duke Johnson,CLE,RB,00-0032257,28465,exact_week_normalized
2017,3,Dustin Hopkins,K,dustin hopkins,Dustin Hopkins,WAS,K,00-0030098,26800,exact_week_normalized
2017,3,Dwayne Allen,,dwayne allen,Dwayne Allen,NE,TE,00-0029689,25774,exact_week_normalized
2017,3,Eli Manning,,eli manning,Eli Manning,NYG,QB,00-0022803,6760,exact_week_normalized
2017,3,Emmanuel Sanders,WR,emmanuel sanders,Emmanuel Sanders,DEN,WR,00-0027685,24057,exact_week_normalized
2017,3,Eric Decker,,eric decker,Eric Decker,TEN,WR,00-0027690,24062,exact_week_normalized
2017,3,Eric Ebron,TE,eric ebron,Eric Ebron,DET,TE,00-0031387,27538,exact_week_normalized
2017,3,Evan Engram,,evan engram,Evan Engram,NYG,TE,00-0033881,30136,exact_week_normalized
2017,3,Ezekiel Elliott,RB,ezekiel elliott,Ezekiel Elliott,DAL,RB,00-0033045,29238,exact_week_normalized
2017,3,Frank Gore,RB,frank gore,Frank Gore,IND,RB,00-0023500,7241,exact_week_normalized
2017,3,Geronimo Allison,,geronimo allison,Geronimo Allison,GB,WR,00-0032626,29719,exact_week_normalized
2017,3,Golden Tate,,golden tate,Golden Tate,DET,WR,00-0027891,24035,exact_week_normalized
2017,3,Greg Olsen,,greg olsen,Greg Olsen,CAR,TE,00-0025418,8285,exact_week_normalized
2017,3,Hunter Henry,TE,hunter henry,Hunter Henry,LAC,TE,00-0033090,29269,exact_week_normalized
2017,3,Isaiah Crowell,RB,isaiah crowell,Isaiah Crowell,CLE,RB,00-0030656,28014,exact_week_normalized
2017,3,J.J. Nelson,,j j nelson,J.J. Nelson,ARI,WR,00-0032112,28547,exact_week_normalized
2017,3,Jack Doyle,,jack doyle,Jack Doyle,IND,TE,00-0030181,27299,exact_week_normalized
2017,3,Jacquizz Rodgers,,jacquizz rodgers,Jacquizz Rodgers,TB,RB,00-0028083,24932,exact_week_normalized
2017,3,Jamaal Charles,,jamaal charles,Jamaal Charles,DEN,RB,00-0026213,8850,exact_week_normalized
2017,3,Jameis Winston,QB,jameis winston,Jameis Winston,TB,QB,00-0031503,28389,exact_week_normalized
2017,3,James White,,james white,James White,NE,RB,00-0031062,27658,exact_week_normalized
2017,3,Jamison Crowder,,jamison crowder,Jamison Crowder,WAS,WR,00-0031941,28493,exact_week_normalized
2017,3,Jared Cook,TE,jared cook,Jared Cook,OAK,TE,00-0027061,9353,exact_week_normalized
2017,3,Jarvis Landry,,jarvis landry,Jarvis Landry,MIA,WR,00-0031382,27591,exact_week_normalized
2017,3,Jason Witten,,jason witten,Jason Witten,DAL,TE,00-0022127,6405,exact_week_normalized
2017,3,Javorius Allen,,javorius allen,Javorius Allen,BAL,RB,00-0031577,28513,exact_week_normalized
2017,3,Jay Ajayi,RB,jay ajayi,Jay Ajayi,MIA,RB,00-0031590,28537,exact_week_normalized
2017,3,Jeremy Maclin,,jeremy maclin,Jeremy Maclin,BAL,WR,00-0026995,9283,exact_week_normalized
2017,3,Jermaine Kearse,,jermaine kearse,Jermaine Kearse,NYJ,WR,00-0029159,25991,exact_week_normalized
2017,3,Jimmy Graham,,jimmy graham,Jimmy Graham,SEA,TE,00-0027696,24070,exact_week_normalized
2017,3,Joe Mixon,RB,joe mixon,Joe Mixon,CIN,RB,00-0033897,30161,exact_week_normalized
2017,3,John Brown,,john brown,John Brown,ARI,WR,00-0031051,27619,exact_week_normalized
2017,3,Jonathan Stewart,RB,jonathan stewart,Jonathan Stewart,CAR,RB,00-0026153,8790,exact_week_normalized
2017,3,Jordan Howard,,jordan howard,Jordan Howard,CHI,RB,00-0032780,29384,exact_week_normalized
2017,3,Jordan Matthews,,jordan matthews,Jordan Matthews,BUF,WR,00-0031299,27570,exact_week_normalized
2017,3,Jordan Reed,,jordan reed,Jordan Reed,WAS,TE,00-0030472,26708,exact_week_normalized
2017,3,Jordy Nelson,WR,jordy nelson,Jordy Nelson,GB,WR,00-0026176,8813,exact_week_normalized
2017,3,Josh Gordon,,josh gordon,Josh Gordon,CLE,WR,00-0029664,26561,exact_week_normalized
2017,3,Julio Jones,WR,julio jones,Julio Jones,ATL,WR,00-0027944,24793,exact_week_normalized
2017,3,Julius Thomas,,julius thomas,Julius Thomas,MIA,TE,00-0028067,24916,exact_week_normalized
2017,3,Justin Tucker,K,justin tucker,Justin Tucker,BAL,K,00-0029597,26534,exact_week_normalized
2017,3,Kareem Hunt,RB,kareem hunt,Kareem Hunt,KC,RB,00-0033923,30199,exact_week_normalized
2017,3,Keenan Allen,,keenan allen,Keenan Allen,LAC,WR,00-0030279,26699,exact_week_normalized
2017,3,Kelvin Benjamin,WR,kelvin benjamin,Kelvin Benjamin,CAR,WR,00-0031359,27556,exact_week_normalized
2017,3,Kenny Golladay,WR,kenny golladay,Kenny Golladay,DET,WR,00-0033932,30209,exact_week_normalized
2017,3,Kenny Stills,,kenny stills,Kenny Stills,MIA,WR,00-0030085,26767,exact_week_normalized
2017,3,Kerwynn Williams,,kerwynn williams,Kerwynn Williams,ARI,RB,00-0030117,26853,exact_week_normalized
2017,3,Kirk Cousins,,kirk cousins,Kirk Cousins,WAS,QB,00-0029604,25812,exact_week_normalized
2017,3,Kyle Rudolph,TE,kyle rudolph,Kyle Rudolph,MIN,TE,00-0027981,24830,exact_week_normalized
2017,3,Lamar Miller,RB,lamar miller,Lamar Miller,HOU,RB,00-0029615,25807,exact_week_normalized
2017,3,Larry Fitzgerald,,larry fitzgerald,Larry Fitzgerald,ARI,WR,00-0022921,6762,exact_week_normalized
2017,3,Latavius Murray,,latavius murray,Latavius Murray,MIN,RB,00-0030513,26804,exact_week_normalized
2017,3,Le'Veon Bell,RB,le veon bell,Le'Veon Bell,PIT,RB,00-0030496,26671,exact_week_normalized
2017,3,LeGarrette Blount,,legarrette blount,LeGarrette Blount,PHI,RB,00-0027325,24318,exact_week_normalized
2017,3,LeSean McCoy,RB,lesean mccoy,LeSean McCoy,BUF,RB,00-0027029,9317,exact_week_normalized
2017,3,Leonard Fournette,RB,leonard fournette,Leonard Fournette,JAX,RB,00-0033856,30117,exact_week_normalized
2017,3,Marcus Mariota,,marcus mariota,Marcus Mariota,TEN,QB,00-0032268,28390,exact_week_normalized
2017,3,Mark Ingram II,RB,mark ingram,Mark Ingram,NO,RB,00-0027966,24815,exact_week_normalized
2017,3,Marlon Mack,,marlon mack,Marlon Mack,IND,RB,00-0033951,30256,exact_week_normalized
2017,3,Marqise Lee,,marqise lee,Marqise Lee,JAX,WR,00-0031431,27567,exact_week_normalized
2017,3,Marshawn Lynch,RB,marshawn lynch,Marshawn Lynch,OAK,RB,00-0025399,8266,exact_week_normalized
2017,3,Martavis Bryant,,martavis bryant,Martavis Bryant,PIT,WR,00-0031373,27646,exact_week_normalized
2017,3,Martellus Bennett,TE,martellus bennett,Martellus Bennett,GB,TE,00-0026201,8838,exact_week_normalized
2017,3,Marvin Jones Jr.,,marvin jones,Marvin Jones,DET,WR,00-0029293,25876,exact_week_normalized
2017,3,Mason Crosby,K,mason crosby,Mason Crosby,GB,K,00-0025580,8447,exact_week_normalized
2017,3,Matt Bryant,K,matt bryant,Matt Bryant,ATL,K,00-0020578,6243,exact_week_normalized
2017,3,Matt Prater,K,matt prater,Matt Prater,DET,K,00-0023853,8565,exact_week_normalized
2017,3,Matt Ryan,QB,matt ryan,Matt Ryan,ATL,QB,00-0026143,8780,exact_week_normalized
2017,3,Matthew Stafford,QB,matthew stafford,Matthew Stafford,DET,QB,00-0026498,9265,exact_week_normalized
2017,3,Melvin Gordon III,RB,melvin gordon,Melvin Gordon,LAC,RB,00-0032144,28403,exact_week_normalized
2017,3,Michael Crabtree,WR,michael crabtree,Michael Crabtree,OAK,WR,00-0026986,9274,exact_week_normalized
2017,3,Michael Thomas,WR,michael thomas,Michael Thomas,MIA,DB,00-0028908,26265,exact_week_normalized
2017,3,Mike Evans,WR,mike evans,Mike Evans,TB,WR,00-0031408,27535,exact_week_normalized
2017,3,Mike Gillislee,,mike gillislee,Mike Gillislee,NE,RB,00-0030433,26787,exact_week_normalized
2017,3,O.J. Howard,,o j howard,O.J. Howard,TB,TE,00-0033879,30132,exact_week_normalized
2017,3,Odell Beckham Jr.,WR,odell beckham,Odell Beckham,NYG,WR,00-0031235,27540,exact_week_normalized
2017,3,Philip Rivers,QB,philip rivers,Philip Rivers,LAC,QB,00-0022942,6763,exact_week_normalized
2017,3,Pierre Garcon,,pierre garcon,Pierre Garcon,SF,WR,00-0026345,8982,exact_week_normalized
2017,3,Randall Cobb,,randall cobb,Randall Cobb,GB,WR,00-0028002,24851,exact_week_normalized
2017,3,Rashard Higgins,,rashard higgins,Rashard Higgins,CLE,WR,00-0032977,29406,exact_week_normalized
2017,3,Rex Burkhead,,rex burkhead,Rex Burkhead,NE,RB,00-0030288,26813,exact_week_normalized
2017,3,Rishard Matthews,,rishard matthews,Rishard Matthews,TEN,WR,00-0029580,25937,exact_week_normalized
2017,3,Rob Gronkowski,TE,rob gronkowski,Rob Gronkowski,NE,TE,00-0027656,24017,exact_week_normalized
